Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_256_dynamic_tinybert_q_a_256_1 Docs,dynamic_tinybert_q_a_256_dynamic_tinybert_q_a_256_10 Docs,dynamic_tinybert_q_a_256_dynamic_tinybert_q_a_256_3 Docs,dynamic_tinybert_q_a_256_dynamic_tinybert_q_a_256_5 Docs,gpt2-medium_q_a_256_gpt2-medium_q_a_256_1 Docs,gpt2-medium_q_a_256_gpt2-medium_q_a_256_10 Docs,gpt2-medium_q_a_256_gpt2-medium_q_a_256_3 Docs,gpt2-medium_q_a_256_gpt2-medium_q_a_256_5 Docs,roberta-base_q_a_256_roberta-base_q_a_256_1 Docs,roberta-base_q_a_256_roberta-base_q_a_256_10 Docs,roberta-base_q_a_256_roberta-base_q_a_256_3 Docs,roberta-base_q_a_256_roberta-base_q_a_256_5 Docs,t5-base_q_a_256_t5-base_q_a_256_1 Docs,t5-base_q_a_256_t5-base_q_a_256_10 Docs,t5-base_q_a_256_t5-base_q_a_256_3 Docs,t5-base_q_a_256_t5-base_q_a_256_5 Docs
aa21-008a_chunk_9.txt,256,,Enable settings in the Azure Portal,Enable settings in the Azure Portal,Enable settings in the Azure Portal,Enable settings in the Azure Portal,"such as a log analytics workspace, storage account, or event hub.[12","such as a log analytics workspace, storage account, or event hub.[12","such as a log analytics workspace, storage account, or event hub.[12","such as a log analytics workspace, storage account, or event hub.[12",tools other than Hawk and,tools other than Hawk and,tools other than Hawk and,tools other than Hawk and,Enable settings in the Azure Portal (see “Diagnostic Setting”) to ingest logs into Sentinel or a third-party security information and event management (SIEM) tool,Enable settings in the Azure Portal (see “Diagnostic Setting”) to ingest logs into Sentinel or a third-party security information and event management (SIEM) tool,Enable settings in the Azure Portal (see “Diagnostic Setting”) to ingest logs into Sentinel or a third-party security information and event management (SIEM) tool,Enable settings in the Azure Portal (see “Diagnostic Setting”) to ingest logs into Sentinel or a third-party security information and event management (SIEM) tool
aa24-038a_chunk_40.txt,256,,to monitor user logon activities across the network,It is recommended to apply a patch,It is recommended to apply a patch,It is recommended to apply a patch,Logon,2022-3545 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,The file is an FRP that,The manipulation leads to use,The manipulation leads to use,The manipulation leads to use,monitor user logon activities across the network,maintain persistent access to the victim systems,TRUE,TRUE
aa23-250a_chunk_3.txt,256,,to download malicious artifacts,to collect information from victim environments,to collect information from victim environments,to collect information from victim environments,c:\Program Files,"6, 2021","6, 2021","6, 2021",User-Agent string inside of the initiated HTTP request,resources,resources,resources,download malicious artifacts,FALSE,download malicious artifacts,download malicious artifacts
aa23-201a_chunk_10.txt,256,,to prevent configured users from logging in remotely,to prevent configured users from logging in remotely,to prevent configured users from logging in remotely,to prevent configured users from logging in remotely,"var -perm -4000 -user root -not -path ""/var","var -perm -4000 -user root -not -path ""/var","var -perm -4000 -user root -not -path ""/var","var -perm -4000 -user root -not -path ""/var",indicate the threat actor interacting with the webshell). Pay attention,indicate the threat actor interacting with the webshell). Pay attention,indicate the threat actor interacting with the webshell). Pay attention,indicate the threat actor interacting with the webshell). Pay attention,to prevent configured users from logging in remotely,to prevent configured users from logging in remotely,to prevent configured users from logging in remotely,to prevent configured users from logging in remotely
aa23-263a_chunk_5.txt,256,,to reach out to if the original TOX ID does not respond,Privacy & Use policy,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,TOX ID does,CISA at this,"6, 2021","6, 2021",Firewall exception list. All rules included action “,vulnerability has been reported to CISA at this time.,resources,resources,TRUE,to assist in the protection,to assist in the protection,to assist in the protection
aa22-158a_chunk_17.txt,256,,hardcoded undocumented account,hardcoded undocumented account,hardcoded undocumented account,hardcoded undocumented account,https://businessforum.zyxel.com,https://businessforum.zyxel.com,https://businessforum.zyxel.com,https://businessforum.zyxel.com,support/,support/,support/,support/,hardcoded undocumented account,hardcoded undocumented account,hardcoded undocumented account,hardcoded undocumented account
aa23-074a_chunk_17.txt,256,,Unix Epoch time-based name,Unix Epoch time-based name,Unix Epoch time-based name,Unix Epoch time-based name,"DLLs is found, reverse engineering will need","DLLs is found, reverse engineering will need","DLLs is found, reverse engineering will need","DLLs is found, reverse engineering will need",DLLs,DLLs,DLLs,DLLs,,,,
aa23-278a_chunk_32.txt,256,,to reach all appropriate stakeholders,extortion of the organization,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,CK Techniques,"enumerate accessible network shares in a domain.[21],[22","6, 2021","6, 2021",credentials for VPN access,information on network shares [T1039] that,resources,resources,,,,
aa23-059a_chunk_12.txt,256,,allows the beacon to appear to connect to third-party domains,allows the beacon to appear to connect to third-party domains,allows the beacon to appear to connect to third-party domains,allows the beacon to appear to connect to third-party domains,’s C2 traffic. This technique leverages CDNs associated,’s C2 traffic. This technique leverages CDNs associated,’s C2 traffic. This technique leverages CDNs associated,’s C2 traffic. This technique leverages CDNs associated,traffic appears,traffic appears,traffic appears,traffic appears,make it difficult for defenders to attribute assessment activities to the backend team servers,make it difficult for defenders to attribute assessment activities to the backend team servers,make it difficult for defenders to attribute assessment activities to the backend team servers,make it difficult for defenders to attribute assessment activities to the backend team servers
icsa-24-074-11_chunk_3.txt,256,,injecting valid login sessions,injecting valid login sessions,injecting valid login sessions,injecting valid login sessions,v3 base score of 5.0 has been assigned,v3 base score of 5.0 has been assigned,v3 base score of 5.0 has been assigned,v3 base score of 5.0 has been assigned,vulnerability.,vulnerability.,vulnerability.,vulnerability.,A CVSS v3 base score of 8.2 has been assigned; the CVSS vector string is (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H).,A CVSS v3 base score of 8.2 has been assigned; the CVSS vector string is (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H).,A CVSS v3 base score of 8.2 has been assigned; the CVSS vector string is (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H).,A CVSS v3 base score of 8.2 has been assigned; the CVSS vector string is (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H).
aa23-320a_chunk_1.txt,256,,"to obtain credentials, install remote access tools","to obtain credentials, install remote access tools","to obtain credentials, install remote access tools","to obtain credentials, install remote access tools",” button (also known,” button (also known,” button (also known,” button (also known,Enables remote monitoring and,Enables remote monitoring and,Enables remote monitoring and,Enables remote monitoring and,"obtain credentials, install remote access tools, and/or bypass multi-factor authentication (MFA)","obtain credentials, install remote access tools, and/or bypass multi-factor authentication (MFA)","obtain credentials, install remote access tools, and/or bypass multi-factor authentication (MFA)","obtain credentials, install remote access tools, and/or bypass multi-factor authentication (MFA)"
aa24-038a_chunk_41.txt,256,,T1591 Volt Typhoon conducts extensive pre-compromise reconnaissance,T1591 Volt Typhoon conducts extensive pre-compromise reconnaissance,T1591 Volt Typhoon conducts extensive pre-compromise reconnaissance,T1591 Volt Typhoon conducts extensive pre-compromise reconnaissance,Compromise Infrastructure: Server T1584,Compromise Infrastructure: Server T1584,Compromise Infrastructure: Server T1584,Compromise Infrastructure: Server T1584,"infrastructure, effectively converting the","infrastructure, effectively converting the","infrastructure, effectively converting the","infrastructure, effectively converting the",Title ID Use Gather Victim Host Information T1592 Volt Typhoon conducts extensive pre-compromise reconnaissance,Title ID Use Gather Victim Host Information T1592 Volt Typhoon conducts extensive pre-compromise reconnaissance,Title ID Use Gather Victim Host Information T1592 Volt Typhoon conducts extensive pre-compromise reconnaissance,Title ID Use Gather Victim Host Information T1592 Volt Typhoon conducts extensive pre-compromise reconnaissance
aa23-061a_chunk_3.txt,256,,often use RDP to move laterally across a network,often use RDP to move laterally across a network,often use RDP to move laterally across a network,often use RDP to move laterally across a network,"According to third-party reporting, Royal threat","According to third-party reporting, Royal threat","According to third-party reporting, Royal threat","According to third-party reporting, Royal threat",applications,applications,applications,applications,TRUE,TRUE,TRUE,TRUE
ar23-209a_chunk_8.txt,256,,to check for success or failure of the 'grep' command,to check for success or failure of the 'grep' command,to check for success or failure of the 'grep' command,to check for success or failure of the 'grep' command,"other-components"" Malware_Type = ""trojan backdoor remote","other-components"" Malware_Type = ""trojan backdoor remote","other-components"" Malware_Type = ""trojan backdoor remote","other-components"" Malware_Type = ""trojan backdoor remote",$s5 = {,$s5 = {,$s5 = {,$s5 = {,checks if the string 'LD_PRELOAD' is contained within the 'smtpctl' file located at '/home/product/code/firmware/current/sbin/',checks if the string 'LD_PRELOAD' is contained within the 'smtpctl' file located at '/home/product/code/firmware/current/sbin/',checks if the string 'LD_PRELOAD' is contained within the 'smtpctl' file located at '/home/product/code/firmware/current/sbin/',checks if the string 'LD_PRELOAD' is contained within the 'smtpctl' file located at '/home/product/code/firmware/current/sbin/'
ar23-209a_chunk_9.txt,256,,malicious code,malicious code,malicious code,malicious code,os_tools,os_tools,os_tools,os_tools,information_gathering exploitation determines_c2_server controls,information_gathering exploitation determines_c2_server controls,information_gathering exploitation determines_c2_server controls,information_gathering exploitation determines_c2_server controls,remove mail files in 2 directories,remove mail files in 2 directories,remove mail files in 2 directories,remove mail files in 2 directories
