Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_1 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_10 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_3 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_5 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_1 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_10 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_3 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_5 Docs,t5-base_q_a_512_t5-base_q_a_512_1 Docs,t5-base_q_a_512_t5-base_q_a_512_10 Docs,t5-base_q_a_512_t5-base_q_a_512_3 Docs,t5-base_q_a_512_t5-base_q_a_512_5 Docs
aa23-325a_chunk_9.txt,512,,"endorsement, recommendation, or favoring by CISA and the authoring organizations","endorsement, recommendation, or favoring by CISA and the authoring organizations","endorsement, recommendation, or favoring by CISA and the authoring organizations","endorsement, recommendation, or favoring by CISA and the authoring organizations",NetScaler Gateway Security Bulletin for CVE-2023-4966[2,NetScaler Gateway Security Bulletin for CVE-2023-4966[2,NetScaler Gateway Security Bulletin for CVE-2023-4966[2,NetScaler Gateway Security Bulletin for CVE-2023-4966[2,"target additional organizations, encourage other criminal actors to engage in the distribution of ransomware, and/or fund illicit activities","target additional organizations, encourage other criminal actors to engage in the distribution of ransomware, and/or fund illicit activities","target additional organizations, encourage other criminal actors to engage in the distribution of ransomware, and/or fund illicit activities","target additional organizations, encourage other criminal actors to engage in the distribution of ransomware, and/or fund illicit activities"
aa20-352a_chunk_1.txt,512,,TA0001,TA0001,TA0001,TA0001,"1101.003], and inappropriately secured administrative credentials [T1078","1101.003], and inappropriately secured administrative credentials [T1078","1101.003], and inappropriately secured administrative credentials [T1078","1101.003], and inappropriately secured administrative credentials [T1078",TA0001,SolarWinds Orion,TA0001,SolarWinds Orion
aa23-250a_chunk_7.txt,512,,"to execute an obfuscated, embedded malicious payload from its C2 server","to execute an obfuscated, embedded malicious payload from its C2 server","to execute an obfuscated, embedded malicious payload from its C2 server","to execute an obfuscated, embedded malicious payload from its C2 server",Actors initiated multiple TLS-encrypted sessions on non,Actors initiated multiple TLS-encrypted sessions on non,Actors initiated multiple TLS-encrypted sessions on non,Actors initiated multiple TLS-encrypted sessions on non,"to execute an obfuscated, embedded malicious payload from its C2 server","to execute an obfuscated, embedded malicious payload from its C2 server","to execute an obfuscated, embedded malicious payload from its C2 server","to execute an obfuscated, embedded malicious payload from its C2 server"
aa23-187a_chunk_4.txt,512,,to gain initial access,formulating intrusion plans for further network compromise,to gain initial access,to gain initial access,.g,"enumerate accessible network shares in a domain.[21],[22",.g,.g,Masquerading: Masquerade File Type T1036.008 Cyber threat actors embed around one gigabyte of junk code within the malware string to evade detection protocols,TRUE,Masquerading: Masquerade File Type T1036.008 Cyber threat actors embed around one gigabyte of junk code within the malware string to evade detection protocols,Masquerading: Masquerade File Type T1036.008 Cyber threat actors embed around one gigabyte of junk code within the malware string to evade detection protocols
aa20-352a_chunk_4.txt,512,,A token having the same timestamp for when it was issued,A token having the same timestamp for when it was issued,A token having the same timestamp for when it was issued,A token having the same timestamp for when it was issued,"6, 2021","6, 2021","6, 2021","6, 2021","different timestamps, including the time it was issued and the last time it was used","different timestamps, including the time it was issued and the last time it was used","different timestamps, including the time it was issued and the last time it was used","different timestamps, including the time it was issued and the last time it was used"
aa22-055a_chunk_3.txt,512,,uses the InvokeScript method to execute responses received from the adversary,extortion of the organization,uses the InvokeScript method to execute responses received from the adversary,uses the InvokeScript method to execute responses received from the adversary,MuddyWater has used malware that has the capability,"enumerate accessible network shares in a domain.[21],[22",MuddyWater has used malware that has the capability,MuddyWater has used malware that has the capability,POWERSTATS payload,"ASPX web shell on the OWA server, which was designed to execute remote JavaScript code","Use of PowerShell and batch scripts are observed across most intrusions, which focus on system discovery, reconnaissance, password/credential hunting, and privilege escalation","ASPX web shell on the OWA server, which was designed to execute remote JavaScript code"
aa22-055a_chunk_0.txt,512,,malware,malware,malware,malware,"part of its spearphishing campaign, MuddyWater attempts","part of its spearphishing campaign, MuddyWater attempts","part of its spearphishing campaign, MuddyWater attempts","part of its spearphishing campaign, MuddyWater attempts",TRUE,TRUE,TRUE,TRUE
aa24-038a_chunk_15.txt,512,,"operational technology documentation, network diagrams","operational technology documentation, network diagrams","operational technology documentation, network diagrams","operational technology documentation, network diagrams",e.g,e.g,e.g,e.g,"auditing the network for systems using RDP, closing unused RDP ports, and logging RDP login attempts","auditing the network for systems using RDP, closing unused RDP ports, and logging RDP login attempts","auditing the network for systems using RDP, closing unused RDP ports, and logging RDP login attempts","auditing the network for systems using RDP, closing unused RDP ports, and logging RDP login attempts"
icsa-24-046-11_chunk_21.txt,512,,unauthorized access to sensitive information,unauthorized access to sensitive information,unauthorized access to sensitive information,unauthorized access to sensitive information,2023-28487,2023-28487,2023-28487,2023-28487,IMPROPER LIMITATION OF A PATHNAME TO A RESTRICTED DIRECTORY,IMPROPER LIMITATION OF A PATHNAME TO A RESTRICTED DIRECTORY,IMPROPER LIMITATION OF A PATHNAME TO A RESTRICTED DIRECTORY,IMPROPER LIMITATION OF A PATHNAME TO A RESTRICTED DIRECTORY
aa21-062a_chunk_5.txt,512,,It is meant for informational purposes only,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,"12, 2021","6, 2021","6, 2021","6, 2021",KAPE Documentation,a .NET DLL that is designed to invoke PowerShell to download and execute a file,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,Table 3: Resource Development Technique Title ID Use Acquire Infrastructure: Botnet T1583.005 Actors used User-Agent string Hello World as an initial step of the Mirai botnet to later download malicious artifacts
icsa-24-046-11_chunk_25.txt,512,,A CVSS v3 base score of 7.0 has been calculated,The manipulation leads to memory leak,The manipulation leads to memory leak,The manipulation leads to memory leak,score of 6.5 has been calculated; the CVSS vector string is,7.8 has been assigned,7.8 has been assigned,7.8 has been assigned,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION,Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION,CONCURRENT EXECUTION USING SHARED RESOURCE WITH IMPROPER SYNCHRONIZATION
ar23-209a_chunk_6.txt,512,,the malware has the capacity to accept encoded and encrypted inputs,the malware has the capacity to accept encoded and encrypted inputs,the malware has the capacity to accept encoded and encrypted inputs,the malware has the capacity to accept encoded and encrypted inputs,.e,.e,.e,.e,"the malware has the capacity to accept encoded and encrypted inputs from 'bsmtpd', execute them, and print a message","the malware has the capacity to accept encoded and encrypted inputs from 'bsmtpd', execute them, and print a message","the malware has the capacity to accept encoded and encrypted inputs from 'bsmtpd', execute them, and print a message","the malware has the capacity to accept encoded and encrypted inputs from 'bsmtpd', execute them, and print a message"
aa21-356a_chunk_3.txt,512,,Physically removing the asset from the network,The manipulation leads to memory leak,The manipulation leads to memory leak,The manipulation leads to memory leak,2.17.0 for Java 8 and 2.12,7.8 has been assigned,7.8 has been assigned,7.8 has been assigned,TRUE,Query Registry T1012 Actors dumped system.hiv and security.hiv to obtain information about the data used by the operating system,TRUE,Query Registry T1012 Actors dumped system.hiv and security.hiv to obtain information about the data used by the operating system
aa23-250a_chunk_3.txt,512,,to establish reverse (remote) communication,to establish reverse (remote) communication,to establish reverse (remote) communication,to establish reverse (remote) communication,ServiceDesk system. Note: This is a different path and time associated,ServiceDesk system. Note: This is a different path and time associated,ServiceDesk system. Note: This is a different path and time associated,ServiceDesk system. Note: This is a different path and time associated,TRUE,TRUE,TRUE,TRUE
aa23-263a_chunk_5.txt,512,,Audit the network for systems using RDP. Close unused RDP ports,Audit the network for systems using RDP. Close unused RDP ports,Audit the network for systems using RDP. Close unused RDP ports,Audit the network for systems using RDP. Close unused RDP ports,"2.F]. Identify, detect","2.F]. Identify, detect","2.F]. Identify, detect","2.F]. Identify, detect","when the files use any combination of compression, encryption, or obfuscation","when the files use any combination of compression, encryption, or obfuscation","when the files use any combination of compression, encryption, or obfuscation","when the files use any combination of compression, encryption, or obfuscation"
